number,alacrity,ability,observation,logical,result
2226,72,61,80,94,2
2227,60,100,65,97,9
2228,86,96,94,62,5
2229,71,76,69,93,10
2230,86,60,91,65,4
2231,63,83,95,88,1
2232,74,68,62,61,11
2233,80,64,76,73,3
2234,90,86,68,66,11
2235,71,90,75,94,10
2236,97,62,82,64,3
2237,69,69,72,62,4
2238,82,79,76,75,11
2239,90,75,74,99,8
2240,87,91,79,78,12
2241,94,99,68,81,12
2242,66,98,78,90,9
2243,98,99,76,90,12
2244,78,75,79,63,4
2245,81,83,77,91,10
2246,87,96,91,95,9
2247,65,75,82,75,6
2248,80,98,65,71,12
2249,71,64,63,84,8
2250,80,87,60,91,10
2251,62,61,73,64,1
2252,90,68,85,74,3
2253,68,61,64,79,8
2254,82,100,98,88,5
2255,63,69,63,98,10
2256,91,76,73,65,11
2257,89,83,72,85,7
2258,62,88,74,98,10
2259,82,91,64,83,9
2260,77,79,90,68,6
2261,62,72,84,61,6
2262,91,74,67,93,8
2263,96,97,93,93,12
2264,90,83,83,66,11
2265,78,61,95,76,4
2266,72,61,89,61,4
2267,69,92,88,99,10
2268,72,78,72,95,10
2269,96,91,85,82,11
2270,73,73,85,97,2
2271,69,69,91,84,1
2272,73,80,86,83,1
2273,67,100,72,80,9
2274,73,95,76,63,5
2275,89,93,82,89,12
2276,87,72,61,75,7
2277,87,73,90,93,2
2278,97,62,80,68,3
2279,60,86,95,62,6
2280,87,86,96,67,4
2281,94,89,97,79,4
2282,69,72,61,90,10
2283,74,88,67,99,10
2284,96,78,96,77,3
2285,86,89,81,79,12
2286,68,92,66,69,9
2287,92,75,61,61,11
2288,88,98,64,93,9
2289,88,63,86,97,8
2290,83,67,91,94,2
2291,65,61,79,67,1
2292,90,74,61,84,7
2293,84,85,68,86,10
2294,82,64,86,96,2
2295,98,61,99,60,4
2296,81,85,71,67,12
2297,87,79,73,62,11
2298,93,85,86,66,3
2299,74,89,63,62,12
2300,71,90,62,80,9
2301,79,85,74,88,10
2302,74,86,100,69,6
2303,97,66,65,88,7
2304,69,83,82,63,5
2305,98,64,63,85,7
2306,100,87,96,90,3
2307,92,64,67,68,7
2308,63,66,86,84,1
2309,79,89,67,79,12
2310,75,85,74,74,12
2311,66,80,89,67,6
2312,74,88,75,96,10
2313,68,62,61,94,8
2314,89,98,95,66,5
2315,64,90,92,60,6
2316,78,65,97,87,1
2317,60,75,67,68,9
2318,65,80,97,68,6
2319,67,94,72,65,5
2320,95,91,87,99,8
2321,61,83,69,63,5
2322,93,60,69,68,3
2323,70,63,61,79,8
2324,74,61,86,94,2
2325,97,70,71,69,3
2326,60,85,73,85,9
2327,88,75,72,100,8
2328,61,88,80,75,5
2329,82,95,87,96,10
2330,82,97,82,67,12
2331,91,87,100,70,4
2332,85,61,97,85,4
2333,91,80,65,88,7
2334,99,60,89,61,3
2335,69,86,73,62,5
2336,73,94,62,88,9
2337,82,64,67,85,8
2338,64,88,74,73,5
2339,94,97,81,100,10
2340,67,66,69,86,2
2341,69,90,72,66,5
2342,72,71,67,76,8
2343,85,81,89,90,2
2344,84,89,90,71,6
2345,70,70,97,69,4
2346,92,94,74,94,9
2347,72,89,80,82,9
2348,97,69,94,83,3
2349,67,83,94,98,2
2350,72,71,85,61,4
2351,77,97,84,93,9
2352,98,70,87,79,3
2353,84,63,62,92,8
2354,95,93,99,72,4
2355,99,98,83,84,11
2356,81,82,60,61,12
2357,71,68,99,85,1
2358,93,68,90,67,3
2359,83,68,85,80,4
2360,100,76,64,77,7
2361,82,84,60,64,12
2362,86,87,67,66,12
2363,89,82,65,78,11
2364,78,62,85,84,1
2365,71,79,98,81,1
2366,86,66,85,88,8
2367,99,90,85,69,11
2368,64,87,70,93,10
2369,79,73,96,88,1
2370,74,85,67,61,12
2371,80,76,78,64,3
2372,73,97,73,96,9
2373,60,100,89,98,9
2374,94,83,85,95,8
2375,69,62,66,69,7
2376,77,64,75,81,8
2377,86,98,66,74,12
2378,66,75,72,81,10
2379,89,67,92,93,2
2380,67,88,89,77,6
2381,70,75,88,62,6
2382,85,61,93,89,1
2383,63,69,83,61,6
2384,78,72,65,61,11
2385,89,99,64,92,9
2386,76,81,63,81,9
2387,65,71,100,82,1
2388,63,70,60,81,10
2389,86,63,63,80,7
2390,66,87,85,91,10
2391,61,91,70,67,5
2392,97,81,76,70,11
2393,94,92,75,85,11
2394,62,77,82,68,6
2395,66,95,100,76,6
2396,82,63,98,60,4
2397,74,74,81,82,2
2398,82,98,83,67,5
2399,85,60,82,100,8
2400,66,78,69,67,5
2401,84,90,65,78,12
2402,63,98,84,65,5
2403,74,73,64,68,11
2404,94,86,82,73,11
2405,90,92,90,88,12
2406,95,75,73,98,8
2407,71,78,89,73,6
2408,70,67,75,66,4
2409,61,68,95,89,1
2410,96,88,67,66,11
2411,89,90,100,97,1
2412,96,99,79,86,12
2413,81,70,68,70,11
2414,77,74,89,67,4
2415,77,68,83,76,4
2416,79,79,88,94,2
2417,75,73,68,72,11
2418,64,100,96,79,5
2419,89,69,68,91,8
2420,92,93,77,80,12
2421,75,72,62,87,8
2422,62,80,69,77,9
2423,80,70,74,64,3
2424,77,87,76,86,9
2425,80,63,95,61,4
2426,71,71,64,87,8
2427,87,80,73,79,11
2428,68,62,87,65,4
2429,89,68,73,70,3
2430,87,66,66,79,7
2431,95,90,68,68,11
2432,65,70,93,85,1
2433,87,80,94,86,4
2434,76,69,82,80,1
2435,80,68,95,80,4
2436,77,88,69,92,10
2437,99,88,67,76,11
2438,93,96,69,78,12
2439,71,97,65,86,9
2440,96,77,68,92,7
2441,72,70,74,63,4
2442,69,71,65,86,10
2443,94,82,98,60,4
2444,95,90,80,99,8
2445,98,81,89,100,8
2446,97,70,82,96,7
2447,61,95,94,78,5
2448,72,87,87,87,5
2449,76,96,92,88,5
2450,73,62,97,65,4
2451,84,81,76,64,11
2452,64,71,76,80,2
2453,73,66,100,68,4
2454,77,85,94,78,6
2455,63,75,81,84,2
2456,68,61,74,66,4
2457,90,75,94,72,4
2458,73,64,75,60,4
2459,62,96,70,94,9
2460,97,76,63,86,7
2461,73,87,87,86,5
2462,73,69,85,75,1
2463,95,65,70,92,7
2464,83,100,93,63,5
2465,98,88,80,89,7
2466,74,90,82,83,9
2467,88,84,84,66,11
2468,63,60,90,80,1
2469,61,69,63,99,10
2470,82,75,75,68,11
2471,89,63,77,73,3
2472,73,99,67,82,9
2473,90,81,60,89,7
2474,93,90,69,62,11
2475,73,79,67,84,10
2476,63,85,69,76,9
2477,87,88,67,78,12
2478,79,91,73,80,9
2479,86,77,80,86,7
2480,99,97,93,61,11
2481,63,87,62,88,10
2482,61,97,89,87,5
2483,78,94,84,83,5
2484,76,82,88,91,2
2485,90,61,86,79,3
2486,90,79,83,65,3
2487,72,78,90,76,6
2488,86,89,83,97,10
2489,71,67,97,73,1
2490,74,71,86,86,1
2491,68,69,90,87,1
2492,95,67,74,82,7
2493,88,94,95,62,6
2494,94,96,71,84,12
2495,70,79,85,86,2
2496,93,82,60,76,11
2497,95,93,100,80,4
2498,78,62,82,66,4
2499,80,86,80,97,10
2500,82,82,95,94,1
2501,86,72,85,90,8
2502,72,79,66,99,10
2503,72,77,76,98,10
2504,70,75,71,73,9
2505,87,77,97,84,4
2506,86,90,78,73,12
2507,93,64,91,91,3
2508,92,96,93,61,5
2509,77,73,66,98,8
2510,67,91,93,75,6
2511,77,76,100,66,4
2512,86,66,81,97,8
2513,74,68,73,86,8
2514,60,93,76,79,9
2515,91,62,88,89,7
2516,96,91,84,63,11
2517,76,88,96,78,6
2518,68,84,87,98,2
2519,91,71,82,96,8
2520,87,88,91,82,6
2521,72,98,63,71,12
2522,75,72,87,82,1
2523,86,77,96,88,1
2524,93,79,89,94,8
2525,87,74,98,85,4
2526,94,69,66,100,8
2527,99,87,82,69,11
2528,82,82,99,78,4
2529,74,81,67,62,12
2530,70,91,96,68,6
2531,99,92,75,77,11
2532,98,69,95,87,3
2533,81,78,69,73,11
2534,69,99,83,88,9
2535,89,72,90,79,4
2536,89,64,86,81,3
2537,98,91,68,64,11
2538,72,91,98,70,6
2539,72,88,70,64,12
2540,84,92,96,71,6
2541,100,97,62,88,11
2542,67,66,63,67,7
2543,71,93,96,89,6
2544,88,66,77,72,3
2545,65,63,84,82,1
2546,66,95,76,94,9
2547,86,60,73,72,3
2548,62,61,90,67,1
2549,63,87,99,92,1
2550,76,92,99,72,6
2551,74,61,92,83,1
2552,96,100,84,76,12
2553,80,78,72,95,8
2554,83,75,80,89,8
2555,69,90,94,87,6
2556,99,75,69,93,7
2557,92,100,90,61,12
2558,69,95,97,99,2
2559,67,65,87,74,1
2560,73,89,98,85,6
2561,70,63,75,77,2
2562,82,67,95,87,1
2563,89,78,75,60,11
2564,77,64,84,93,2
2565,66,89,81,78,5
2566,83,90,95,96,2
2567,85,93,97,64,6
2568,96,99,61,82,12
2569,92,87,75,68,11
2570,94,92,73,68,11
2571,74,63,87,88,2
2572,76,94,78,93,9
2573,93,90,82,83,11
2574,65,84,75,80,9
2575,84,79,61,81,7
2576,83,64,85,78,4
2577,66,86,92,77,6
2578,66,97,76,61,5
2579,63,97,93,64,5
2580,92,68,68,67,11
2581,64,75,92,97,2
2582,66,98,81,89,9
2583,81,100,69,85,9
2584,60,77,76,88,10
2585,87,61,92,83,4
2586,64,86,95,65,6
2587,93,78,84,64,3
2588,60,69,85,77,1
2589,60,69,81,91,2
2590,81,64,89,86,1
2591,98,64,63,89,7
2592,64,66,64,84,10
2593,79,78,76,64,11
2594,75,75,69,84,8
2595,65,68,69,70,2
2596,90,94,68,100,10
2597,60,77,78,74,6
2598,91,69,90,71,3
2599,73,78,81,62,6
2600,74,69,84,93,2
2601,60,81,93,92,1
2602,67,63,77,84,2
2603,92,73,67,69,11
2604,73,65,76,64,4
2605,74,67,82,94,2
2606,99,87,91,84,3
2607,96,100,69,79,12
2608,65,83,94,65,6
2609,65,90,60,67,9
2610,74,64,93,68,4
2611,89,96,73,88,12
2612,88,70,64,72,7
2613,88,94,99,88,6
2614,71,60,87,70,4
2615,82,82,87,97,2
2616,97,66,89,91,7
2617,93,91,64,86,11
2618,72,63,89,75,1
2619,92,74,82,93,8
2620,66,74,66,94,10
2621,69,63,72,83,2
2622,93,93,70,95,8
2623,68,68,98,84,1
2624,65,80,91,82,1
2625,92,60,77,83,7
2626,87,86,83,72,11
2627,81,67,80,83,8
2628,78,65,62,75,7
2629,99,93,72,79,11
2630,94,78,90,78,3
2631,73,92,65,83,9
2632,99,100,99,94,12
2633,63,64,64,79,10
2634,92,60,84,70,3
2635,70,63,83,97,2
2636,62,86,72,83,9
2637,93,60,76,86,7
2638,79,87,80,96,10
2639,67,72,90,65,6
2640,60,91,65,75,9
2641,92,63,95,77,4
2642,94,81,72,83,7
2643,88,73,73,100,8
2644,67,95,71,91,9
2645,92,63,89,88,3
2646,67,64,82,63,4
2647,73,80,62,76,9
2648,63,74,96,95,1
2649,91,99,78,91,12
2650,66,90,80,88,9
2651,83,73,81,75,3
2652,93,81,70,89,7
2653,64,98,69,74,9
2654,80,66,89,91,2
2655,88,84,86,72,3
2656,74,95,75,88,9
2657,77,73,85,99,2
2658,65,82,82,74,5
2659,89,86,81,93,8
2660,83,81,98,82,4
2661,64,62,60,73,8
2662,67,67,80,76,1
2663,84,66,85,97,2
2664,66,98,90,80,5
2665,79,66,85,60,4
2666,75,99,98,97,5
2667,69,71,88,78,1
2668,79,98,66,79,12
2669,91,62,64,67,7
2670,84,78,62,98,8
2671,99,84,97,100,8
2672,68,64,95,68,4
2673,64,75,90,83,1
2674,64,77,80,98,2
2675,60,95,82,65,5
2676,75,94,70,63,12
2677,92,73,93,79,4
2678,71,80,63,62,12
2679,85,80,78,63,11
2680,84,62,78,92,8
2681,96,90,79,66,11
2682,87,86,72,66,11
2683,63,100,89,78,5
2684,74,80,64,82,10
2685,83,99,97,99,9
2686,98,77,75,80,7
2687,66,64,88,88,1
2688,66,69,69,70,10
2689,80,90,92,91,1
2690,81,71,68,86,8
2691,69,71,62,100,10
2692,77,76,63,89,8
2693,69,63,95,87,1
2694,61,77,62,81,10
2695,69,87,76,93,10
2696,100,79,89,96,7
2697,70,64,68,99,8
2698,85,83,60,92,8
2699,95,69,76,82,7
2700,84,75,99,78,4
2701,66,97,75,73,5
2702,74,83,84,69,6
2703,89,91,79,83,12
2704,69,87,97,96,1
2705,79,90,77,80,9
2706,85,62,98,100,2
2707,82,91,99,94,1
2708,85,61,98,63,4
2709,70,84,74,70,5
2710,80,63,66,66,3
2711,83,90,85,63,5
2712,64,99,87,89,9
2713,94,72,91,82,3
2714,87,99,86,70,12
2715,61,82,85,62,6
2716,88,66,89,94,2
2717,98,61,74,99,8
2718,90,81,63,73,11
2719,71,85,67,75,9
2720,91,71,71,68,11
2721,61,78,96,68,6
2722,75,82,62,63,12
2723,78,92,75,95,10
2724,98,97,88,77,11
2725,66,78,91,60,6
2726,72,87,96,88,1
2727,72,85,68,96,10
2728,65,70,80,77,1
2729,97,89,90,70,3
2730,90,80,99,63,4
2731,87,82,74,64,11
2732,100,67,68,77,7
2733,79,66,64,99,8
2734,93,99,62,94,9
2735,78,85,77,81,9
2736,88,92,65,75,12
2737,96,96,61,64,11
2738,86,77,82,86,7
2739,62,82,69,65,5
2740,61,75,90,76,1
2741,83,85,81,86,10
2742,63,73,66,84,10
2743,84,90,98,100,2
2744,72,98,70,63,12
2745,62,84,97,61,6
2746,83,75,81,70,3
2747,100,60,63,92,7
2748,69,95,93,65,5
2749,80,68,85,81,1
2750,85,84,68,92,8
2751,87,90,85,84,12
2752,76,78,100,87,1
2753,89,61,85,76,3
2754,67,71,100,83,1
2755,82,64,91,81,4
2756,75,65,67,74,7
2757,89,72,88,100,8
2758,72,91,95,68,6
2759,73,76,95,87,1
2760,78,61,68,85,8
2761,65,65,78,66,1
2762,60,67,65,86,10
2763,86,73,89,73,4
2764,67,89,65,100,10
2765,98,88,94,77,3
2766,93,70,97,94,1
2767,77,99,75,61,12
2768,99,89,61,81,11
2769,64,89,71,69,5
2770,89,81,64,63,11
2771,60,99,100,62,6
2772,93,68,67,92,7
2773,74,69,70,89,8
2774,67,80,78,86,10
2775,74,69,75,69,4
2776,85,61,76,80,7
2777,80,69,75,73,3
2778,85,62,76,90,8
2779,97,74,62,74,11
2780,76,87,77,88,10
2781,79,60,76,67,3
2782,65,72,85,82,1
2783,62,88,76,86,9
2784,68,62,71,65,4
2785,64,62,80,92,2
2786,81,80,93,77,4
2787,72,92,72,81,9
2788,95,85,84,68,11
2789,95,100,66,84,12
2790,79,91,61,80,9
2791,62,84,97,93,1
2792,75,70,97,97,1
2793,67,96,60,63,12
2794,93,72,98,98,1
2795,74,94,98,82,6
2796,77,96,86,70,5
2797,91,89,100,74,4
2798,81,80,81,63,3
2799,92,91,64,64,11
2800,74,79,77,76,5
2801,100,80,71,72,11
2802,61,97,81,98,10
2803,91,84,92,92,1
2804,73,63,98,93,1
2805,94,79,68,96,8
2806,78,90,80,72,5
2807,99,99,83,91,11
2808,96,97,76,88,12
2809,87,92,85,80,12
2810,77,81,98,85,1
2811,63,94,72,61,5
2812,100,97,73,66,11
2813,96,67,80,70,3
2814,81,98,62,96,9
2815,76,76,74,69,11
2816,64,100,89,68,5
2817,63,86,66,76,9
2818,92,89,70,96,8
2819,85,90,63,77,12
2820,80,97,87,69,5
2821,89,74,97,93,1
2822,64,75,86,77,1
2823,60,73,71,64,5
2824,85,63,69,79,7
2825,95,99,92,64,12
2826,62,85,61,92,10
2827,83,86,95,95,1
2828,90,90,86,79,11
2829,88,73,93,100,2
2830,88,83,62,89,8
2831,83,94,100,75,6
2832,82,70,73,66,3
2833,77,68,78,100,2
2834,90,72,97,90,4
2835,90,77,82,98,8
2836,76,80,83,73,6
2837,73,74,66,74,9
2838,86,69,65,69,11
2839,61,74,77,76,1
2840,81,65,97,69,4
2841,98,62,98,80,3
2842,87,86,83,63,11
2843,68,93,84,80,5
2844,95,67,77,71,3
2845,86,68,78,77,3
2846,97,82,77,82,11
2847,86,70,72,63,3
2848,92,99,95,70,5
2849,69,87,68,92,10
2850,84,83,74,60,11
2851,90,93,72,62,12
2852,74,89,65,95,10
2853,71,93,64,62,12
2854,84,99,69,91,9
2855,60,97,96,70,5
2856,90,87,69,93,8
2857,61,100,92,78,5
2858,65,82,65,73,9
2859,62,60,87,93,2
2860,80,93,82,86,9
2861,99,83,77,93,7
2862,83,90,66,73,12
2863,96,86,77,98,8
2864,76,72,64,82,8
2865,64,60,80,72,1
2866,90,75,89,84,3
2867,95,69,84,75,3
2868,96,77,92,60,3
2869,71,79,100,75,6
2870,68,79,92,73,6
2871,83,77,75,69,11
2872,90,100,82,63,12
2873,81,100,82,98,9
2874,83,96,98,82,6
2875,94,64,91,85,3
2876,76,92,88,72,5
2877,77,67,84,74,4
2878,96,85,81,68,11
2879,72,69,82,76,1
2880,96,96,82,60,11
2881,97,88,68,66,11
2882,79,89,83,79,5
2883,68,94,87,82,5
2884,80,79,91,89,1
2885,100,89,98,83,3
2886,83,89,71,74,12
2887,80,78,70,68,11
2888,100,89,77,77,11
2889,90,94,93,81,5
2890,87,61,79,76,3
2891,90,73,80,67,3
2892,81,81,80,97,8
2893,61,79,83,89,2
2894,76,90,64,88,9
2895,65,68,60,84,10
2896,94,84,75,88,7
2897,96,79,82,100,8
2898,75,77,64,79,10
2899,80,88,81,80,5
2900,100,100,97,89,11
2901,84,99,78,74,12
2902,64,83,65,76,9
2903,86,86,69,95,8
2904,93,76,60,73,11
2905,99,81,61,77,11
2906,64,83,92,75,6
2907,72,85,68,72,12
2908,93,71,62,83,7
2909,94,66,73,61,3
2910,76,80,94,97,2
2911,71,74,66,82,10
2912,90,82,91,67,4
2913,70,81,81,80,5
2914,69,97,71,87,9
2915,89,92,100,89,6
2916,66,67,98,97,1
2917,79,71,74,94,8
2918,63,65,73,89,2
2919,79,86,68,86,9
2920,63,100,74,79,9
2921,67,84,65,71,9
2922,84,79,67,64,11
2923,95,95,76,93,11
2924,85,94,60,93,9
2925,91,95,66,66,12
2926,78,64,86,83,1
2927,88,61,94,76,4
2928,95,65,98,98,1
2929,77,68,71,74,7
2930,69,62,70,99,2
2931,66,86,76,73,5
2932,94,87,63,87,11
2933,86,85,61,81,11
2934,60,100,72,76,9
2935,94,83,80,92,7
2936,64,98,78,85,9
2937,76,79,82,90,2
2938,80,90,71,94,10
2939,85,94,74,91,9
2940,65,97,74,71,5
2941,94,84,80,92,7
2942,97,79,99,92,4
2943,99,79,97,71,3
2944,98,67,98,71,3
2945,67,100,99,92,5
2946,90,80,66,100,8
2947,93,98,89,61,12
2948,97,62,91,71,3
2949,90,95,72,85,12
2950,100,77,85,93,7
2951,89,71,85,90,8
2952,70,66,86,88,2
2953,86,70,69,86,7
2954,91,75,99,98,1
2955,77,92,92,74,5
2956,71,86,79,91,10
2957,78,91,90,89,5
2958,63,78,100,71,6
2959,74,87,92,86,6
2960,84,68,66,62,11
2961,83,96,95,65,5
2962,63,81,64,69,9
2963,61,92,97,77,6
2964,72,93,98,87,6
2965,60,66,67,69,2
2966,89,61,82,73,3
2967,99,72,67,72,11
2968,96,69,61,94,7
2969,73,80,79,82,10
2970,90,74,93,81,4
2971,68,62,85,70,1
2972,83,73,69,68,11
2973,76,86,72,63,12
2974,79,61,61,86,8
2975,85,84,64,97,8
2976,69,66,80,90,2
2977,63,68,99,75,1
2978,66,98,88,92,9
2979,67,72,65,72,9
2980,80,89,88,74,5
2981,88,89,92,79,6
2982,87,66,83,100,8
2983,72,65,76,83,2
2984,93,89,84,73,11
2985,92,84,83,61,11
2986,65,86,60,70,9
2987,72,95,86,83,5
2988,78,84,89,99,2
2989,69,76,86,73,6
2990,65,85,93,68,6
2991,90,97,81,93,9
2992,85,65,68,87,8
2993,67,86,62,64,12
2994,99,83,70,75,11
2995,68,66,79,79,1
2996,76,66,79,96,2
2997,88,72,92,99,2
2998,61,77,64,94,10
2999,68,65,89,99,2
3000,63,63,89,95,2
3001,89,60,89,70,3
3002,98,98,80,98,11
3003,83,68,90,97,2
3004,75,87,93,98,2
3005,67,70,80,92,2
3006,72,78,66,60,12
3007,82,88,87,85,5
3008,60,67,67,99,10
3009,78,100,91,97,9
3010,90,90,90,79,11
3011,88,67,89,77,4
3012,100,82,98,98,3
3013,83,78,88,63,4
3014,82,96,79,90,9
3015,82,60,61,87,8
3016,96,84,96,67,3
3017,69,63,93,88,1
3018,81,62,63,79,7
3019,97,83,84,66,3
3020,97,61,65,74,7
3021,71,74,88,76,1
3022,78,85,88,97,2
3023,80,92,81,97,10
3024,88,68,93,64,4
3025,62,99,85,88,9
3026,78,72,78,90,8
3027,88,86,63,83,11
3028,83,85,97,94,1
3029,75,90,64,61,12
3030,69,85,88,67,6
3031,93,73,69,89,7
3032,72,95,80,90,9
3033,67,86,82,94,10
3034,96,63,97,66,4
3035,100,74,92,91,3
3036,60,61,93,91,1
3037,84,98,76,92,9
3038,60,63,85,82,1
3039,96,91,87,66,11
3040,68,66,83,75,1
3041,89,86,80,91,8
3042,64,97,77,62,5
3043,82,89,88,100,10
3044,79,98,95,76,5
3045,92,72,63,87,7
3046,63,65,90,89,1
3047,66,83,98,96,1
3048,75,73,84,73,4
3049,64,60,99,96,1
3050,83,94,87,89,9
3051,70,74,76,80,2
3052,97,97,84,65,11
3053,92,82,96,96,1
3054,66,66,61,81,8
3055,64,73,98,67,6
3056,90,75,68,99,8
3057,99,92,74,72,11
3058,73,87,96,97,2
3059,78,67,99,90,1
3060,81,69,67,67,11
3061,95,76,70,91,7
3062,87,95,84,95,9
3063,72,67,75,69,4
3064,87,75,73,76,7
3065,60,64,60,61,9
3066,73,86,73,72,12
3067,89,74,94,67,4
3068,60,84,66,95,10
3069,70,83,68,67,12
3070,89,62,82,75,3
3071,97,93,95,84,3
3072,80,90,82,62,5
3073,78,85,69,74,12
3074,93,77,80,89,7
3075,68,75,94,94,1
3076,80,94,98,87,6
3077,88,86,75,95,8
3078,93,91,74,84,11
3079,64,62,62,62,11
3080,63,67,74,89,2
3081,79,83,98,77,6
3082,78,92,70,72,12
3083,71,93,61,79,9
3084,97,85,73,97,7
3085,85,88,82,98,10
3086,81,96,84,76,5
3087,63,90,69,96,10
3088,75,84,70,88,10
3089,90,75,93,62,4
3090,64,85,97,84,6
3091,95,70,74,61,3
3092,61,76,89,86,1
3093,60,84,78,99,10
3094,86,69,81,64,3
3095,87,61,74,60,3
3096,80,99,63,60,12
3097,61,98,65,99,10
3098,65,70,70,94,10
3099,73,65,60,76,8
3100,92,76,77,60,3
3101,68,91,68,62,12
3102,73,63,91,68,4
3103,92,96,87,89,12
3104,88,88,86,87,11
3105,90,64,91,90,4
3106,91,98,85,61,12
3107,76,70,63,88,8
3108,88,88,85,91,8
3109,84,64,79,98,8
3110,88,84,69,83,11
3111,62,97,90,88,5
3112,92,86,95,99,2
3113,76,95,76,66,12
3114,94,78,62,87,7
3115,90,70,71,85,7
3116,92,91,96,82,4
3117,86,69,98,63,4
3118,100,85,85,81,11
3119,62,67,78,68,1
3120,73,60,70,75,8
3121,97,69,79,88,7
3122,67,70,95,74,1
3123,96,84,89,87,3
3124,93,68,61,92,7
3125,66,85,89,67,6
3126,63,93,68,94,10
3127,78,73,66,67,11
3128,84,89,94,87,6
3129,81,63,83,87,2
3130,100,100,94,73,11
3131,60,99,95,100,10
3132,98,85,96,91,3
3133,98,86,94,94,3
3134,88,74,100,79,4
3135,100,69,94,74,3
3136,97,80,66,61,11
3137,74,70,72,91,8
3138,60,90,79,87,9
3139,85,72,89,79,4
3140,71,61,78,97,2
3141,68,83,93,86,1
3142,67,82,88,73,6
3143,73,75,60,82,10
3144,81,96,79,80,12
3145,76,74,86,74,4
3146,87,68,76,98,8
3147,94,61,84,93,7
3148,88,67,79,92,8
3149,74,72,81,91,2
3150,65,77,73,90,10
3151,99,81,66,78,11
3152,78,70,62,89,8
3153,100,87,61,62,11
3154,60,89,74,69,5
3155,82,78,70,90,8
3156,82,82,70,77,11
3157,80,65,71,71,3
3158,85,69,80,63,3
3159,86,65,88,72,4
3160,100,100,88,74,11
3161,99,84,61,70,11
3162,89,67,93,71,4
3163,89,76,100,88,4
3164,63,73,90,73,6
3165,64,71,74,100,2
3166,89,60,72,82,7
3167,77,88,65,78,9
3168,84,99,80,72,12
3169,78,100,79,98,9
3170,96,61,67,95,7
3171,96,96,73,83,11
3172,61,86,62,60,5
3173,92,98,75,92,12
3174,69,64,90,69,4
3175,97,70,64,92,7
3176,98,61,76,82,7
3177,96,90,68,80,11
3178,75,63,100,85,1
3179,87,97,73,86,12
3180,63,90,60,65,9
3181,86,95,77,96,10
3182,95,66,61,100,8
3183,71,92,66,97,10
3184,60,78,87,61,6
3185,78,76,98,95,1
3186,65,60,72,73,2
3187,93,60,73,100,8
3188,82,68,92,83,1
3189,96,70,100,75,4
3190,99,100,76,74,12
3191,70,78,76,88,10
3192,63,80,92,95,2
3193,88,85,61,83,11
3194,99,90,81,91,7
3195,79,63,61,73,7
3196,86,96,97,88,6
3197,89,75,88,89,7
3198,91,90,95,76,4
3199,84,87,91,88,1
3200,77,66,99,63,4
3201,61,82,70,68,5
3202,80,87,95,70,6
3203,78,63,96,75,4
3204,73,86,84,84,5
3205,89,67,83,100,8
3206,71,99,95,71,5
3207,60,65,81,74,1
3208,84,77,88,77,4
3209,70,89,68,78,9
3210,92,62,86,68,3
3211,97,79,68,67,11
3212,77,78,69,73,12
3213,61,65,68,77,2
3214,76,70,86,80,1
3215,96,83,84,78,3
3216,95,61,61,76,7
3217,84,86,64,92,10
3218,63,82,61,71,9
3219,63,90,80,78,5
3220,93,77,100,96,1
3221,90,65,70,80,7
3222,70,68,79,93,2
3223,69,69,63,86,8
3224,86,79,91,99,2
3225,94,79,72,75,11
3226,96,84,99,63,4
3227,91,90,85,87,11
3228,65,72,97,74,1
3229,88,78,98,90,1
3230,88,86,91,93,2
3231,78,91,86,98,10
3232,74,76,86,92,2
3233,64,78,82,77,6
3234,97,67,84,60,3
3235,84,95,74,64,12
3236,64,79,72,95,10
3237,94,70,75,99,8
3238,94,69,64,68,11
3239,100,99,93,75,11
3240,100,61,62,92,7
3241,62,86,86,90,10
3242,95,87,68,89,7
3243,69,79,73,89,10
3244,62,65,81,90,2
3245,90,71,88,80,3
3246,97,92,97,89,3
3247,75,77,91,71,6
3248,77,98,87,72,5
3249,94,81,61,91,7
3250,61,64,90,88,1
3251,79,72,74,73,3
3252,61,91,83,76,5
3253,86,62,98,94,1
3254,67,64,70,94,2
3255,87,87,77,61,11
3256,97,70,81,70,3
3257,66,66,78,89,2
3258,86,69,71,61,3
3259,94,81,82,88,7
3260,88,72,79,66,3
3261,69,98,76,69,5
3262,79,72,87,71,4
3263,77,77,100,70,4
3264,63,97,73,100,10
3265,97,86,91,74,3
3266,91,86,91,66,3
3267,60,61,100,88,1
3268,77,97,87,80,5
3269,100,61,93,70,3
3270,86,89,77,98,10
3271,100,89,73,99,7
3272,88,89,93,60,6
3273,72,61,90,75,1
3274,95,64,79,71,3
3275,96,75,68,95,7
3276,80,80,81,64,4
3277,69,88,83,79,5
3278,69,99,76,60,5
3279,68,83,82,61,5
3280,87,84,69,84,11
3281,75,78,73,99,10
3282,75,85,83,73,5
3283,80,75,86,72,4
3284,60,84,85,87,2
3285,91,97,71,79,12
3286,60,91,65,100,10
3287,71,68,65,94,8
3288,76,69,99,72,4
3289,98,77,98,79,3
3290,67,100,81,100,9
3291,98,60,90,78,3
3292,99,72,87,75,3
3293,78,70,62,81,8
3294,94,90,89,78,11
3295,66,94,98,93,6
3296,80,85,86,68,6
3297,95,92,68,70,11
3298,99,70,76,93,7
3299,96,93,90,88,11
3300,68,97,75,89,9
